movie_id,movie_title,book_title,imdb_no,usable,isbn,oclc,imdb_title,imdb_actors,imdb_writers,imdb_genres,imdb_year,imdb_rated,imdb_released,imdb_runtime,imdb_imdbrating,imdb_imdbvotes,metadata_updated,book_id,budget,gross_usa,cumulative_worldwide_gross,opening_weekend_usa
m__3163777_tt0116684,Jane Eyre (1996 film),Jane Eyre,tt0116684,True,,3163777,Jane Eyre,"['anna paquin', 'nic knight', 'nicola howard', 'sasha graff']","['charlotte brontë', 'hugh whitemore', 'franco zeffirelli', 'josep llurba']","['drama', 'romance']",1996,PG,12 Apr 1996,112 min,6.8,"8,441",True,b__3163777,,5200600,,23860
m__3163777_tt1229822,Jane Eyre (2011 film),Jane Eyre,tt1229822,True,,3163777,Jane Eyre,"['mia wasikowska', 'jamie bell', 'su elliot', 'holliday grainger']","['charlotte brontë', 'moira buffini']","['drama', 'romance']",2011,PG-13,22 Apr 2011,120 min,7.4,"75,130",True,b__3163777,,11242660,34710627,182885
m_9780553212778__tt0497298,Jekyll (TV series),Strange Case of Dr Jekyll and Mr Hyde,tt0497298,True,9780553212778,,Jekyll,"['james nesbitt', 'gina bellman', 'denis lawson', 'michelle ryan']",['n/a'],"['crime', 'horror', 'sci-fi']",2007–,N/A,04 Aug 2007,334 min,8.2,"6,805",True,b_9780553212778_,,,,
m_9780553212778__tt0084171,Jekyll and Hyde... Together Again,Strange Case of Dr Jekyll and Mr Hyde,tt0084171,True,9780553212778,,Jekyll and Hyde... Together Again,"['mark blankfield', 'bess armstrong', 'krista errickson', 'tim thomerson']","['monica mcgowan johnson', 'harvey miller', 'jerry belson', 'michael leeson', 'robert louis stevenson']","['sci-fi', 'comedy', 'music']",1982,R,25 Feb 1983,87 min,6.2,"1,014",True,b_9780553212778_,5000000,3792188,,
m_0486440885__tt1397514,Journey 2: The Mysterious Island,Voyage au centre de la Terre,tt1397514,True,0486440885,,Journey 2: The Mysterious Island,"['dwayne johnson', 'michael caine', 'josh hutcherson', 'luis guzmán']","['brian gunn', 'mark gunn', 'richard outten', 'brian gunn', 'mark gunn', 'jules verne']","['action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']",2012,PG,10 Feb 2012,94 min,5.8,"83,630",True,b_0486440885_,79000000,103860290,335260290,27335363
m__9506808_tt0067280,Journey Back to Oz,The Wonderful Wizard of Oz,tt0067280,True,,9506808,Journey Back to Oz,"['milton berle', 'herschel bernardi', 'paul ford', 'margaret hamilton']","['fred ladd', 'norm prescott', 'bernard evslin']","['animation', 'adventure', 'comedy']",1972,G,05 Dec 1974,88 min,6.2,402,True,b__9506808,,,,
m_0486440885__tt0052948,Journey to the Center of the Earth (1959 film),Voyage au centre de la Terre,tt0052948,True,0486440885,,Journey to the Center of the Earth,"['pat boone', 'james mason', 'arlene dahl', 'diane baker']","['walter reisch', 'charles brackett', 'jules verne']","['adventure', 'family', 'fantasy', 'romance', 'sci-fi']",1959,G,14 Jan 1960,132 min,7.1,"13,881",True,b_0486440885_,3440000,10000000,,
m_0486440885__tt0097630,Journey to the Center of the Earth (1989 film),Voyage au centre de la Terre,tt0097630,True,0486440885,,Journey to the Center of the Earth,"['nicola cowper', 'ilan mitchell-smith', 'paul carafotes', 'janie du plessis']","['debra ricci', 'sandra berg', 'albert pyun', 'rusty lemorande']",['adventure'],1988,PG,30 Jul 1988,100 min,2.8,832,True,b_0486440885_,,,,
m_0486440885__tt1231575,Journey to the Center of the Earth (2008 Asylum film),Voyage au centre de la Terre,tt1231575,True,0486440885,,Journey to the Center of the Earth,"['greg evigan', 'dedee pfeiffer', 'jennifer dorogi', 'sara tomko']","['steve bevilacqua', 'scott wheeler', 'davey jones', 'jules verne']","['action', 'adventure', 'sci-fi']",2008,PG-13,14 Oct 2008,87 min,2.8,676,True,b_0486440885_,,,,
m_0486440885__tt0373051,Journey to the Center of the Earth (2008 Hollywood film),Voyage au centre de la Terre,tt0373051,True,0486440885,,Journey to the Center of the Earth,"['brendan fraser', 'josh hutcherson', 'anita briem', 'seth meyers']","['michael d. weiss', 'jennifer flackett', 'mark levin', 'jules verne']","['action', 'adventure', 'family', 'fantasy', 'sci-fi']",2008,PG,11 Jul 2008,93 min,5.8,"104,743",True,b_0486440885_,45000000,101704370,241995151,21018141
m_0394588169_22511027_tt0107290,Jurassic Park (film),Jurassic Park (novel),tt0107290,True,0394588169,22511027,Jurassic Park,"['sam neill', 'laura dern', 'jeff goldblum', 'richard attenborough']","['michael crichton', 'michael crichton', 'david koepp']","['adventure', 'sci-fi', 'thriller']",1993,PG-13,11 Jun 1993,127 min,8.1,"784,720",True,b_0394588169_22511027,63000000,402453882,1029153882,50159460
m_0394588169_22511027_tt0163025,Jurassic Park III,Jurassic Park (novel),tt0163025,True,0394588169,22511027,Jurassic Park III,"['sam neill', 'william h. macy', 'téa leoni', 'alessandro nivola']","['michael crichton', 'peter buchman', 'alexander payne', 'jim taylor']","['action', 'adventure', 'sci-fi', 'thriller']",2001,PG-13,18 Jul 2001,92 min,5.9,"274,405",True,b_0394588169_22511027,93000000,181171875,368780809,50771645
m_0575006188__tt0051806,Kala Pani (1958 film),Beyond This Place,tt0051806,True,0575006188,,Kala Pani,"['dev anand', 'madhubala', 'nalini jaywant', 'agha']","['a.j. cronin', 'g.r. kamath', 'anand pal', 'bhappi sonie']","['crime', 'musical', 'romance', 'thriller']",1958,N/A,N/A,164 min,7.1,230,True,b_0575006188_,,,,
m__44961362_tt0242572,Kandukondain Kandukondain,Sense and Sensibility,tt0242572,True,,44961362,Kandukondain Kandukondain,"['mammootty', 'ajith kumar', 'tabu', 'aishwarya rai bachchan']","['rajiv menon', 'sujatha']","['drama', 'romance']",2000,N/A,04 May 2000,151 min,7.6,"2,216",True,b__44961362,,,,
m__43167976_tt0030321,Kidnapped (1938 film),Kidnapped (novel),tt0030321,True,,43167976,Kidnapped,"['warner baxter', 'freddie bartholomew', 'arleen whelan', 'c. aubrey smith']","['robert louis stevenson', 'sonya levien', 'eleanor harris', 'ernest pascal', 'edwin blum']","['adventure', 'drama']",1938,APPROVED,27 May 1938,90 min,6.8,223,True,b__43167976,750000,,,
m__43167976_tt0053994,Kidnapped (1960 film),Kidnapped (novel),tt0053994,True,,43167976,Kidnapped,"['peter finch', 'james macarthur', 'bernard lee', 'john laurie']",['robert stevenson'],"['action', 'adventure', 'drama', 'family']",1960,Approved,24 Feb 1960,97 min,6.7,"1,130",True,b__43167976,,,,
m__43167976_tt0067302,Kidnapped (1971 film),Kidnapped (novel),tt0067302,True,,43167976,Kidnapped,"['michael caine', 'lawrence douglas', 'vivien heilbron', 'trevor howard']","['robert louis stevenson', 'jack pulman']","['adventure', 'drama']",1971,G,09 Jun 1972,100 min,6.2,993,True,b__43167976,,,,
m__43167976_tt0113539,Kidnapped (1995 film),Kidnapped (novel),tt0113539,True,,43167976,Kidnapped,"['armand assante', 'patrick malahide', 'michael kitchen', 'brian blessed']","['robert louis stevenson', 'john goldsmith', 'michael barlow', 'rob hedden']","['action', 'adventure', 'drama']",1995,N/A,05 Nov 1995,155 min,7.0,402,True,b__43167976,,,,
m_9780811215695_58600742_tt0087566,Klassenverhältnisse,Amerika (novel),tt0087566,True,9780811215695,58600742,Class Relations,"['christian heinisch', 'nazzareno bianconi', 'mario adorf', 'laura betti']",['franz kafka'],['drama'],1984,N/A,03 Oct 1984,126 min,7.0,409,True,b_9780811215695_58600742,,,,
m_1588991830_51068759_tt0108624,Kung Fu Cult Master,The Heaven Sword and Dragon Saber,tt0108624,True,1588991830,51068759,Kung Fu Cult Master,"['jet li', 'man cheung', 'chingmy yau', 'sammo kam-bo hung']","['louis cha', 'jing wong']","['action', 'fantasy', 'history']",1993,N/A,18 Dec 1993,99 min,6.4,"2,937",True,b_1588991830_51068759,,,,
m__1432483_tt0305741,Laatste Zeven Maanden van Anne Frank (TV documentary),The Diary of a Young Girl,tt0305741,True,,1432483,The Last Seven Months of Anne Frank,"['janny brandes-brilslijper', 'bloeme evers', 'hannah pick-goslar']",['willy lindwer'],['documentary'],1988,N/A,N/A,N/A,7.5,44,True,b__1432483,,,,
m_9780199537242__tt0005594,Lady Audley's Secret (1915 film),Lady Audley's Secret,tt0005594,True,9780199537242,,Lady Audley's Secret,"['theda bara', 'riley hatch', 'clifford bruce', 'stephen grattan']","['mary asquith', 'mary elizabeth braddon']",['drama'],1915,N/A,04 Aug 1915,N/A,N/A,N/A,True,b_9780199537242_,,,,
m_9780199537242__tt0175836,Lady Audley's Secret (1920 film),Lady Audley's Secret,tt0175836,True,9780199537242,,Lady Audley's Secret,"['margaret bannerman', 'h. manning haynes', 'betty farquhar', 'randolph mcleod']","['mary elizabeth braddon', 'eliot stannard']",['crime'],1920,N/A,01 Oct 1920,N/A,N/A,N/A,True,b_9780199537242_,,,,
m_0786206276_33817611_tt0033817,Last of the Duanes (1941 film),Last of the Duanes (novel),tt0033817,True,0786206276,33817611,Last of the Duanes,"['george montgomery', 'lynne roberts', 'eve arden', 'francis ford']","['william conselman jr.', 'irving cummings jr.', 'zane grey']",['western'],1941,N/A,26 Sep 1941,57 min,7.3,11,True,b_0786206276_33817611,,,,
m_9780679723257__tt0031222,Le Dernier Tournant,The Postman Always Rings Twice (novel),tt0031222,True,9780679723257,,Le dernier tournant,"['fernand gravey', 'michel simon', 'marcel vallée', 'auguste bovério']","['james m. cain', 'sabine berritz', 'charles spaak', 'henri torrès']","['drama', 'romance']",1939,N/A,17 May 1939,90 min,6.8,139,True,b_9780679723257_,,,,
m__52565525_tt0317875,Les Liaisons dangereuses (TV miniseries),Les Liaisons dangereuses,tt0317875,True,,52565525,Dangerous Liaisons,"['catherine deneuve', 'rupert everett', 'nastassja kinski', 'danielle darrieux']",['n/a'],"['drama', 'romance']",2003–,N/A,23 Aug 2003,252 min,6.5,583,True,b__52565525,,,,
m__52565525_tt0053002,Les liaisons dangereuses (film),Les Liaisons dangereuses,tt0053002,True,,52565525,Les liaisons dangereuses,"['jeanne moreau', 'gérard philipe', 'annette stroyberg', 'madeleine lambert']","['claude brulé', 'choderlos de laclos', 'roger vadim', 'roger vailland', 'roger vailland']","['drama', 'romance']",1959,N/A,18 Dec 1961,106 min,6.9,"1,104",True,b__52565525,,,,
m_0312355297__tt1228987,Let Me In (film),Let the Right One In (novel),tt1228987,True,0312355297,,Let Me In,"['kodi smit-mcphee', 'chloë grace moretz', 'richard jenkins', 'cara buono']","['matt reeves', 'john ajvide lindqvist', 'john ajvide lindqvist']","['drama', 'fantasy', 'horror', 'mystery', 'thriller']",2010,R,01 Oct 2010,116 min,7.1,"107,101",True,b_0312355297_,20000000,12134420,,5147479
m_0312355297__tt1139797,Let the Right One In (film),Let the Right One In (novel),tt1139797,True,0312355297,,Let the Right One In,"['kåre hedebrant', 'lina leandersson', 'per ragnar', 'henrik dahl']","['john ajvide lindqvist', 'john ajvide lindqvist']","['drama', 'horror', 'romance']",2008,R,12 Dec 2008,114 min,7.9,"195,564",True,b_0312355297_,4000000,2122065,7282007,49295
m_9781579126247__tt0483459,List of Agatha Christie's Poirot episodes (1992),The A.B.C. Murders,tt0483459,True,9781579126247,,The Adventure of the Clapham Cook,"['david suchet', 'hugh fraser', 'philip jackson', 'pauline moran']",['clive exton'],"['crime', 'drama', 'mystery', 'thriller']",1989,TV-14,08 Jan 1989,51 min,7.7,1228,True,b_9781579126247_,,,,
m__4326282_tt0016037,Lord Jim (1925 film),Lord Jim,tt0016037,True,,4326282,Lord Jim,"['percy marmont', 'shirley mason', 'noah beery', 'raymond hatton']","['joseph conrad', 'george c. hull', 'john russell']",['drama'],1925,N/A,14 Dec 1925,70 min,6.5,19,True,b__4326282,,,,
m__4326282_tt0059399,Lord Jim (1965 film),Lord Jim,tt0059399,True,,4326282,Lord Jim,"[""peter o'toole"", 'james mason', 'curd jürgens', 'eli wallach']","['joseph conrad', 'richard brooks']","['adventure', 'drama', 'romance']",1965,Not Rated,25 Feb 1965,154 min,6.8,"3,268",True,b__4326282,,,,
m_0571056865_47677622_tt0057261,Lord of the Flies (1963 film),Lord of the Flies,tt0057261,True,0571056865,47677622,Lord of the Flies,"['james aubrey', 'tom chapin', 'hugh edwards', 'roger elwin']",['william golding'],"['adventure', 'drama', 'thriller']",1963,Not Rated,13 Aug 1963,92 min,7.0,"16,052",True,b_0571056865_47677622,250000,,,
m_0571056865_47677622_tt0100054,Lord of the Flies (1990 film),Lord of the Flies,tt0100054,True,0571056865,47677622,Lord of the Flies,"['balthazar getty', 'chris furrh', 'danuel pipoly', 'james badge dale']","['william golding', 'jay presson allen']","['adventure', 'drama', 'thriller']",1990,R,16 Mar 1990,90 min,6.4,"25,953",True,b_0571056865_47677622,,13985225,,
m_9780060594527__tt0029162,Lost Horizon (1937 film),Lost Horizon,tt0029162,True,9780060594527,,Lost Horizon,"['ronald colman', 'jane wyatt', 'edward everett horton', 'john howard']","['robert riskin', 'james hilton']","['adventure', 'drama', 'fantasy', 'mystery']",1937,Approved,01 Sep 1937,132 min,7.8,"11,149",True,b_9780060594527_,4000000,,,
m_9780060594527__tt0070337,Lost Horizon (1973 film),Lost Horizon,tt0070337,True,9780060594527,,Lost Horizon,"['peter finch', 'liv ullmann', 'sally kellerman', 'george kennedy']","['larry kramer', 'james hilton']","['adventure', 'drama', 'fantasy', 'musical', 'romance']",1973,G,17 Mar 1973,150 min,5.3,"1,940",True,b_9780060594527_,12000000,3000000,,
m__9506808_tt4677846,Lost in Oz,The Wonderful Wizard of Oz,tt4677846,True,,9506808,Lost in Oz,"['ashley boettcher', 'nika futterman', 'jorge diaz', 'chris cox']","['abram makowka', 'darin mark', 'jared mark', 'mark d. warshaw']","['animation', 'family']",2015–,TV-Y7,26 Jun 2015,24 min,7.6,318,True,b__9506808,,,,
m_9781847490599_220005468_tt0018107,Love (1927 American film),Anna Karenina,tt0018107,True,9781847490599,220005468,Love,"['john gilbert', 'greta garbo', 'george fawcett', 'emily fitzroy']","['leo tolstoy', 'frances marion', 'marian ainslee', 'ruth cummings']","['drama', 'romance']",1927,Passed,02 Jan 1928,82 min,7.4,806,True,b_9781847490599_220005468,488000,946000,731000,
m_0688037437_6305089_tt0093489,Man on Fire (1987 film),Man on Fire (Quinnell novel),tt0093489,True,0688037437,6305089,Man on Fire,"['scott glenn', 'jade malle', 'joe pesci', 'brooke adams']","['a.j. quinnell', 'élie chouraqui', 'sergio donati']","['action', 'drama', 'thriller']",1987,R,04 Sep 1987,92 min,5.9,"1,589",True,b_0688037437_6305089,,519596,,
m_0688037437_6305089_tt0443111,Man on Fire (2004 film),Man on Fire (Quinnell novel),tt0443111,True,0688037437,6305089,The Making of 'Man on Fire',"['marc anthony', 'paul cameron', 'dakota fanning', 'don ferrarone']",['n/a'],"['documentary', 'short']",2004,N/A,01 Apr 2004,12 min,8.0,34,True,b_0688037437_6305089,,,,
m_039912442_7572747_tt0091474,Manhunter (film),Red Dragon (novel),tt0091474,True,039912442,7572747,Manhunter,"['william petersen', 'kim greist', 'joan allen', 'brian cox']","['thomas harris', 'michael mann']","['crime', 'horror', 'mystery', 'thriller']",1986,R,15 Aug 1986,120 min,7.2,"59,646",True,b_039912442_7572747,15000000,8620929,,2204400
m_9780553212778__tt0117002,Mary Reilly (film),Strange Case of Dr Jekyll and Mr Hyde,tt0117002,True,9780553212778,,Mary Reilly,"['julia roberts', 'john malkovich', 'george cole', 'michael gambon']","['valerie martin', 'christopher hampton']","['drama', 'horror', 'romance', 'thriller']",1996,R,23 Feb 1996,108 min,5.8,"13,251",True,b_9780553212778_,47000000,5600000,12272308,2812620
m_9780399247132__tt0040580,Melody Time,Little Toot,tt0040580,True,9780399247132,,Melody Time,"['roy rogers', 'trigger', 'dennis day', 'the andrews sisters']","['winston hibler', 'erdman penner', 'harry reeves', 'homer brightman', 'ken anderson', 'ted sears', 'joe rinaldi', 'william cottrell', 'art scott', 'jesse marsh', 'bob moore', 'john walbridge', 'hardie gramatky']","['animation', 'family', 'music', 'musical']",1948,Approved,27 May 1948,75 min,6.5,"4,047",True,b_9780399247132_,,,,
m__1432483_tt1321867,Mi Ricordo Anna Frank,The Diary of a Young Girl,tt1321867,True,,1432483,Memories of Anne Frank,"['rosabell laurenti sellers', 'emilio solfrizzi', 'istván hirtling', 'moni ovadia']","['alison leslie gold', 'alberto negrin', 'monica zappelli']","['biography', 'drama', 'history']",2009,R,27 Jan 2010,100 min,5.8,191,True,b__1432483,,,,
m__52565525_tt0470272,Michael Lucas' Dangerous Liaisons,Les Liaisons dangereuses,tt0470272,True,,52565525,Dangerous Liaisons,"['tom judson', 'owen hawk', 'michael lucas', 'bruce beckham']",['tony dimarco'],"['adult', 'romance']",2005,X,N/A,163 min,7.9,45,True,b__52565525,,,,
m_9781847490599_220005468_tt0366810,Nahr al-Hob,Anna Karenina,tt0366810,True,9781847490599,220005468,#DUPE#,['n/a'],['n/a'],['n/a'],1961,N/A,N/A,N/A,N/A,N/A,True,b_9781847490599_220005468,,,,
m__231037034_tt0247577,Nicholas Nickleby (1912 film),Nicholas Nickleby,tt0247577,True,,231037034,Nicholas Nickleby,"['harry benham', 'mignon anderson', 'frances gibson', 'inda palmer']",['charles dickens'],"['drama', 'short']",1912,N/A,19 Mar 1912,20 min,6.3,32,True,b__231037034,,,,
m__231037034_tt0039657,Nicholas Nickleby (1947 film),Nicholas Nickleby,tt0039657,True,,231037034,The Life and Adventures of Nicholas Nickleby,"['derek bond', 'cedric hardwicke', 'mary merrall', 'sally ann howes']","['charles dickens', 'john dighton']",['drama'],1947,APPROVED,03 Dec 1947,108 min,6.9,503,True,b__231037034,,,,
m__231037034_tt0309912,Nicholas Nickleby (2002 film),Nicholas Nickleby,tt0309912,True,,231037034,Nicholas Nickleby,"['stella gonet', 'andrew havill', 'henry mcgrath', 'hugh mitchell']","['charles dickens', 'douglas mcgrath']","['adventure', 'drama', 'romance']",2002,PG,27 Jun 2003,132 min,7.2,"10,785",True,b__231037034,10000000,1587173,,42864
m_9780955185137__tt0042788,Night and the City,Night and the City (novel),tt0042788,True,9780955185137,,Night and the City,"['richard widmark', 'gene tierney', 'googie withers', 'hugh marlowe']","['jo eisinger', 'gerald kersh']","['crime', 'film-noir', 'mystery', 'sport', 'thriller']",1950,Not Rated,27 Nov 1950,96 min,8.0,"10,550",True,b_9780955185137_,,3600000,,
m_9780955185137__tt0105001,Night and the City (1992 film),Night and the City (novel),tt0105001,True,9780955185137,,Night and the City,"['robert de niro', 'jessica lange', 'cliff gorman', 'alan king']","['gerald kersh', 'richard price']","['comedy', 'crime', 'drama']",1992,R,23 Oct 1992,105 min,5.8,"4,000",True,b_9780955185137_,20000000,6202756,,
m_0764136313_76412691_tt0477347,Night at the Museum,The Night at the Museum,tt0477347,True,0764136313,76412691,Night at the Museum,"['ben stiller', 'carla gugino', 'dick van dyke', 'mickey rooney']","['robert ben garant', 'thomas lennon', 'robert ben garant', 'thomas lennon', 'milan trenc']","['adventure', 'comedy', 'family', 'fantasy']",2006,PG,22 Dec 2006,108 min,6.4,"287,554",True,b_0764136313_76412691,110000000,250863268,574480841,42212651
m_0764136313_76412691_tt1078912,Night at the Museum: Battle of the Smithsonian,The Night at the Museum,tt1078912,True,0764136313,76412691,Night at the Museum: Battle of the Smithsonian,"['ben stiller', 'amy adams', 'owen wilson', 'hank azaria']","['robert ben garant', 'thomas lennon', 'robert ben garant', 'thomas lennon']","['adventure', 'comedy', 'family', 'fantasy']",2009,PG,22 May 2009,105 min,6.0,"161,539",True,b_0764136313_76412691,150000000,177243721,413106170,70052004
m_0764136313_76412691_tt2692250,Night at the Museum: Secret of the Tomb,The Night at the Museum,tt2692250,True,0764136313,76412691,Night at the Museum: Secret of the Tomb,"['ben stiller', 'robin williams', 'owen wilson', 'steve coogan']","['david guion', 'michael handelman', 'mark friedman', 'david guion', 'michael handelman', 'thomas lennon', 'robert ben garant']","['adventure', 'comedy', 'family', 'fantasy']",2014,PG,19 Dec 2014,98 min,6.2,"93,227",True,b_0764136313_76412691,127000000,113746621,363204635,17100520
m__470015866_tt0712166,Nineteen Eighty-Four (1953 TV program),Nineteen Eighty-Four,tt0712166,True,,470015866,1984,"['eddie albert', 'lorne greene', 'norma crane', 'noel leslie']","['george orwell', 'william templeton']",['drama'],1953,N/A,21 Sep 1953,60 min,6.8,15,True,b__470015866,,,,
m__470015866_tt0087803,Nineteen Eighty-Four (1984 film),Nineteen Eighty-Four,tt0087803,True,,470015866,1984,"['john hurt', 'richard burton', 'suzanna hamilton', 'cyril cusack']","['george orwell', 'michael radford']","['drama', 'sci-fi']",1984,R,22 Mar 1985,113 min,7.2,"60,191",True,b__470015866,N/A,8400000,,29897
m__470015866_tt0174444,Nineteen Eighty-Four (UK TV programme),Nineteen Eighty-Four,tt0174444,True,,470015866,Nineteen Eighty-Four,"['peter cushing', 'andré morell', 'yvonne mitchell', 'donald pleasence']","['george orwell', 'nigel kneale', 'george orwell']",['n/a'],1954,N/A,12 Dec 1954,120 min,7.9,455,True,b__470015866,N/A,,,
m_9780553212778__tt0144528,Nutty Professor II: The Klumps,Strange Case of Dr Jekyll and Mr Hyde,tt0144528,True,9780553212778,,Nutty Professor II: The Klumps,"['eddie murphy', 'janet jackson', 'larry miller', 'john ales']","['jerry lewis', 'steve oedekerk', 'barry w. blaustein', 'david sheffield', 'barry w. blaustein', 'david sheffield', 'paul weitz', 'chris weitz']","['comedy', 'romance', 'sci-fi']",2000,PG-13,28 Jul 2000,106 min,4.4,"45,619",True,b_9780553212778_,84000000,123309890,166339890,42518830
m_9780811215329_76891987_tt0487887,O Crime do Padre Amaro (2005),O Crime do Padre Amaro,tt0487887,True,9780811215329,76891987,O Crime do Padre Amaro,"['jorge corrula', 'soraia chaves', 'nicolau breyner', 'glória férias']","['eça de queirós', 'vera sacramento']","['action', 'drama']",2005,N/A,27 Oct 2005,100 min,5.3,"2,091",True,b_9780811215329_76891987,N/A,,,
m__343641_tt0025586,Of Human Bondage (1934 film),Of Human Bondage,tt0025586,True,,343641,Of Human Bondage,"['leslie howard', 'bette davis', 'frances dee', 'kay johnson']","['lester cohen', 'w. somerset maugham']","['drama', 'romance']",1934,Not Rated,20 Jul 1934,83 min,7.3,"5,404",True,b__343641,403000,,,
m__343641_tt0038795,Of Human Bondage (1946 film),Of Human Bondage,tt0038795,True,,343641,Of Human Bondage,"['paul henreid', 'eleanor parker', 'alexis smith', 'edmund gwenn']","['w. somerset maugham', 'catherine turney']",['drama'],1946,N/A,20 Jul 1946,105 min,6.4,456,True,b__343641,,,,
m__343641_tt0058425,Of Human Bondage (1964 film),Of Human Bondage,tt0058425,True,,343641,Of Human Bondage,"['kim novak', 'laurence harvey', 'robert morley', 'siobhan mckenna']","['bryan forbes', 'w. somerset maugham']",['drama'],1964,APPROVED,22 Oct 1964,100 min,6.6,735,True,b__343641,,,,
m__185812519_tt0063385,Oliver! (film),Oliver Twist,tt0063385,True,,185812519,Oliver!,"['ron moody', 'shani wallis', 'oliver reed', 'harry secombe']","['lionel bart', 'vernon harris', 'charles dickens']","['drama', 'family', 'musical']",1968,G,27 Sep 1968,153 min,7.5,"31,548",True,b__185812519,10000000,16800000,40000000,
m__185812519_tt0095776,Oliver & Company,Oliver Twist,tt0095776,True,,185812519,Oliver & Company,"['joey lawrence', 'billy joel', 'cheech marin', 'richard mulligan']","['jim cox', 'tim disney', 'james mangold', 'vance gerry', 'mike gabriel', 'joe ranft', 'jim mitchell', 'chris bailey', 'kirk wise', 'david michener', 'roger allers', 'gary trousdale', 'kevin lima', 'michael cedeno', 'peter young', 'leon joosen', 'charles dickens', 'gerrit graham', 'sam graham', 'chris hubbell', 'steve hulett', 'danny mann']","['animation', 'adventure', 'comedy', 'family', 'musical']",1988,G,18 Nov 1988,74 min,6.7,"39,488",True,b__185812519,31000000,74151346,,4022752
m__185812519_tt0000990,Oliver Twist (1909 film),Oliver Twist,tt0000990,True,,185812519,Oliver Twist,"['edith storey', 'william humphrey', 'elita proctor otis']","['charles dickens', 'eugene mullin']","['drama', 'short']",1909,N/A,01 May 1909,N/A,6.3,32,True,b__185812519,,,,
m__185812519_tt0013450,Oliver Twist (1922 film),Oliver Twist,tt0013450,True,,185812519,Oliver Twist,"['jackie coogan', 'james a. marcus', 'aggie herring', 'lewis sargent']","['walter anthony', 'charles dickens', 'frank lloyd', 'harry weil']",['drama'],1922,N/A,30 Oct 1922,98 min,6.8,639,True,b__185812519,175000,4360000,,
m__185812519_tt0024405,Oliver Twist (1933 film),Oliver Twist,tt0024405,True,,185812519,Oliver Twist,"['dickie moore', 'irving pichel', ""william 'stage' boyd"", 'doris lloyd']","['charles dickens', 'elizabeth meehan']",['drama'],1933,N/A,28 Feb 1933,80 min,4.9,251,True,b__185812519,,,,
m__185812519_tt0040662,Oliver Twist (1948 film),Oliver Twist,tt0040662,True,,185812519,Oliver Twist,"['robert newton', 'alec guinness', 'kay walsh', 'francis l. sullivan']","['charles dickens', 'david lean', 'stanley haynes']",['drama'],1948,Not Rated,30 Jul 1951,105 min,7.8,"10,256",True,b__185812519,,,,
m__185812519_tt0084438,Oliver Twist (1982 TV film),Oliver Twist,tt0084438,True,,185812519,Oliver Twist,"['george c. scott', 'tim curry', 'michael hordern', 'timothy west']","['charles dickens', 'james goldman']","['crime', 'drama']",1982,N/A,23 Mar 1982,103 min,7.2,391,True,b__185812519,,,,
m__185812519_tt0119825,Oliver Twist (1997 film),Oliver Twist,tt0119825,True,,185812519,Oliver Twist,"['richard dreyfuss', 'elijah wood', ""david o'hara"", 'alex trench']","['charles dickens', 'monte merrick']","['crime', 'drama', 'family']",1997,UNRATED,16 Nov 1997,91 min,6.3,"1,561",True,b__185812519,,,,
m__185812519_tt0380599,Oliver Twist (2005 film),Oliver Twist,tt0380599,True,,185812519,Oliver Twist,"['barney clark', 'jeremy swift', 'ian mcneice', 'richard durden']","['charles dickens', 'ronald harwood']","['crime', 'drama']",2005,PG-13,30 Sep 2005,130 min,6.9,"29,111",True,b__185812519,N/A,1987287,40500000,68447
m_9780679723257__tt0035160,Ossessione,The Postman Always Rings Twice (novel),tt0035160,True,9780679723257,,Ossessione,"['clara calamai', 'massimo girotti', 'dhia cristiani', 'elio marcuzzo']","['luchino visconti', 'mario alicata', 'giuseppe de santis', 'gianni puccini']","['crime', 'drama', 'romance']",1943,TV-14,24 May 1949,140 min,7.8,"5,935",True,b_9780679723257_,,,,
m__9506808_tt0075030,Oz (1976 film),The Wonderful Wizard of Oz,tt0075030,True,,9506808,Twentieth Century Oz,"['joy dunstan', 'graham matters', 'bruce spence', 'michael carman']",['chris löfvén'],"['fantasy', 'comedy', 'musical']",1976,R,01 Sep 1977,85 min,6.3,119,True,b__9506808,150000,,,
m__9506808_tt1623205,Oz the Great and Powerful,The Wonderful Wizard of Oz,tt1623205,True,,9506808,Oz the Great and Powerful,"['james franco', 'mila kunis', 'rachel weisz', 'michelle williams']","['mitchell kapner', 'david lindsay-abaire', 'mitchell kapner', 'l. frank baum']","['adventure', 'family', 'fantasy']",2013,PG,08 Mar 2013,130 min,6.3,"192,159",True,b__9506808,215000000,234911825,493311825,79110453
m_0064400204_9631903_tt0139622,"Part 2, Sounder",Sounder,tt0139622,True,0064400204,9631903,"Sounder, Part 2","['teddy airhart', 'raymond armelino', 'earl billings', 'ronald bolden']","['william h. armstrong', 'lonne elder iii']",['drama'],1976,G,20 Jun 1992,98 min,5.9,23,True,b_0064400204_9631903,,,,
m_9780385182447__tt0098084,Pet Sematary (1989 film),Pet Sematary,tt0098084,True,9780385182447,,Pet Sematary,"['dale midkiff', 'fred gwynne', 'denise crosby', 'brad greenquist']","['stephen king', 'stephen king']","['horror', 'thriller']",1989,R,21 Apr 1989,103 min,6.6,"84,699",True,b_9780385182447_,11500000,57469179,,12046179
